title,movieId,avg_rating
"Mod Squad, The (1999)",2568,1.583333333
Among Giants (1998),2569,4
"Walk on the Moon, A (1999)",2570,3.5
"Matrix, The (1999)",2571,4.183397683
10 Things I Hate About You (1999),2572,3.473684211
Tango (1998),2573,5
"Out-of-Towners, The (1999)",2574,2.318181818
"Dreamlife of Angels, The (Vie rêvée des anges, La) (1998)",2575,3.722222222
Metroland (1997),2577,3
Following (1998),2579,3.5
Go (1999),2580,3.87
Never Been Kissed (1999),2581,3.042857143
Twin Dragons (Shuang long hui) (1992),2582,3.125
Cookie's Fortune (1999),2583,3.333333333
"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",2585,3.5
Goodbye Lover (1999),2586,4
Life (1999),2587,2.6
Friends & Lovers (1999),2589,3
Hideous Kinky (1998),2590,3.5
Open Your Eyes (Abre los ojos) (1997),2594,3.944444444
SLC Punk! (1998),2596,3.8
Lost & Found (1999),2597,2
Pushing Tin (1999),2598,2.875
Election (1999),2599,4.044303797
eXistenZ (1999),2600,3.125
Entrapment (1999),2605,3.146341463
Idle Hands (1999),2606,2.928571429
Get Real (1998),2607,3.666666667
"King of Masks, The (Bian Lian) (1996)",2609,3.5
Three Seasons (1999),2610,3.5
"Winslow Boy, The (1999)",2611,3.75
Mildred Pierce (1945),2612,3.777777778
Night of the Comet (1984),2613,3.6
My Science Project (1985),2615,3.333333333
Dick Tracy (1990),2616,2.62962963
"Mummy, The (1999)",2617,3.284810127
"Castle, The (1997)",2618,3.5
This Is My Father (1998),2620,4.333333333
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),2621,3.375
William Shakespeare's A Midsummer Night's Dream (1999),2622,3.238095238
After Life (Wandafuru raifu) (1998),2624,3.666666667
Black Mask (Hak hap) (1996),2625,4
Edge of Seventeen (1998),2626,4.5
Endurance (1999),2627,5
Star Wars: Episode I - The Phantom Menace (1999),2628,3.199275362
"Love Letter, The (1999)",2629,3.5
Besieged (a.k.a. L' Assedio) (1998),2630,3.5
Frogs for Snakes (1998),2631,3
"Mummy, The (1932)",2633,3.666666667
"Mummy, The (1959)",2634,3.666666667
"Mummy's Curse, The (1944)",2635,4
"Mummy's Ghost, The (1944)",2636,5
"Mummy's Hand, The (1940)",2637,4
"Mummy's Tomb, The (1942)",2638,3
Mommie Dearest (1981),2639,3.4
Superman (1978),2640,3.433333333
Superman II (1980),2641,3.197368421
Superman III (1983),2642,2.270833333
Superman IV: The Quest for Peace (1987),2643,2.208333333
Dracula (1931),2644,4.111111111
House of Frankenstein (1944),2647,5
Frankenstein (1931),2648,4.166666667
Son of Frankenstein (1939),2649,5
"Ghost of Frankenstein, The (1942)",2650,5
Frankenstein Meets the Wolf Man (1943),2651,4.5
"Curse of Frankenstein, The (1957)",2652,4.5
Son of Dracula (1943),2653,2
"Wolf Man, The (1941)",2654,4.25
Howling II: Your Sister Is a Werewolf (1985),2655,3
Tarantula (1955),2656,3.5
"Rocky Horror Picture Show, The (1975)",2657,3.174603175
It Came from Hollywood (1982),2659,4
"Thing from Another World, The (1951)",2660,4.5
It Came from Outer Space (1953),2661,3.5
"War of the Worlds, The (1953)",2662,3.361111111
Invasion of the Body Snatchers (1956),2664,3.973684211
Swamp Thing (1982),2668,3
Pork Chop Hill (1959),2669,3.333333333
Run Silent Run Deep (1958),2670,4.333333333
Notting Hill (1999),2671,3.3828125
"Thirteenth Floor, The (1999)",2672,3.083333333
Eternity and a Day (Mia aoniotita kai mia mera) (1998),2673,4.75
"Loss of Sexual Innocence, The (1999)",2674,3
Instinct (1999),2676,2.75
Buena Vista Social Club (1999),2677,3.846153846
Desert Blue (1998),2678,1.666666667
Free Enterprise (1998),2681,3
Limbo (1999),2682,4.375
Austin Powers: The Spy Who Shagged Me (1999),2683,3.272321429
"Red Violin, The (Violon rouge, Le) (1998)",2686,3.818181818
Tarzan (1999),2687,3.625
"General's Daughter, The (1999)",2688,3.241935484
Get Bruce (1999),2689,2.833333333
"Ideal Husband, An (1999)",2690,4.25
"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano) (1998)",2691,2.75
Run Lola Run (Lola rennt) (1998),2692,4.2
Trekkies (1997),2693,3.85
Big Daddy (1999),2694,3.344827586
"Dinner Game, The (Dîner de cons, Le) (1998)",2696,3.6
My Son the Fanatic (1997),2697,2
Arachnophobia (1990),2699,2.911290323
"South Park: Bigger, Longer and Uncut (1999)",2700,3.5
Wild Wild West (1999),2701,2.031914894
Summer of Sam (1999),2702,2.880952381
"Lovers on the Bridge, The (Amants du Pont-Neuf, Les) (1991)",2704,3.666666667
American Pie (1999),2706,3.297297297
Arlington Road (1999),2707,3.513888889
"Autumn Tale, An (Conte d'automne) (1998)",2708,4
Muppets From Space (1999),2709,2.642857143
"Blair Witch Project, The (1999)",2710,2.738372093
Eyes Wide Shut (1999),2712,3.626984127
Lake Placid (1999),2713,2.238095238
"Wood, The (1999)",2714,2.333333333
"Velocity of Gary, The (1998)",2715,2.666666667
Ghostbusters (a.k.a. Ghost Busters) (1984),2716,3.761904762
Ghostbusters II (1989),2717,2.755813953
Drop Dead Gorgeous (1999),2718,3.461538462
"Haunting, The (1999)",2719,2.19047619
Inspector Gadget (1999),2720,2.1
Trick (1999),2721,4.416666667
Deep Blue Sea (1999),2722,2.573529412
Mystery Men (1999),2723,3.111111111
Runaway Bride (1999),2724,2.811111111
Twin Falls Idaho (1999),2725,3.6
"Killing, The (1956)",2726,4.090909091
Killer's Kiss (1955),2727,3.5
Spartacus (1960),2728,3.921052632
Lolita (1962),2729,3.6875
Barry Lyndon (1975),2730,3.333333333
"400 Blows, The (Les quatre cents coups) (1959)",2731,3.892857143
Jules and Jim (Jules et Jim) (1961),2732,3.85
Vibes (1988),2733,2.333333333
"Mosquito Coast, The (1986)",2734,3.333333333
"Golden Child, The (1986)",2735,2.666666667
Brighton Beach Memoirs (1986),2736,3.75
Crimes of the Heart (1986),2738,2.666666667
"Color Purple, The (1985)",2739,3.935483871
No Mercy (1986),2741,2.666666667
"Mission, The (1986)",2745,3.9
Little Shop of Horrors (1986),2746,3.577777778
"Little Shop of Horrors, The (1960)",2747,3.035714286
Allan Quatermain and the Lost City of Gold (1987),2748,2.7
"Morning After, The (1986)",2749,4
Radio Days (1987),2750,3.75
From the Hip (1987),2751,3.5
Outrageous Fortune (1987),2752,4
"Bedroom Window, The (1987)",2753,2.666666667
Deadtime Stories (1987),2754,3
Light of Day (1987),2755,3.5
Frances (1982),2757,3.857142857
Plenty (1985),2758,4
Dick (1999),2759,3.068181818
"Iron Giant, The (1999)",2761,3.773809524
"Sixth Sense, The (1999)",2762,4.018134715
"Thomas Crown Affair, The (1999)",2763,3.397435897
"Thomas Crown Affair, The (1968)",2764,4.166666667
"Adventures of Sebastian Cole, The (1998)",2766,4
Illuminata (1998),2767,1.5
"Yards, The (2000)",2769,2.333333333
Bowfinger (1999),2770,3.068627451
Brokedown Palace (1999),2771,2
Detroit Rock City (1999),2772,3
Better Than Chocolate (1999),2774,4.333333333
Head On (1998),2775,3
"Marcello Mastroianni: I Remember Yes, I Remember (Marcello Mastroianni: mi ricordo, sì, io mi ricordo) (1997)",2776,3
Heaven Can Wait (1978),2779,3.642857143
"Raven, The (1963)",2780,4.166666667
"Tingler, The (1959)",2781,3
Pit and the Pendulum (1961),2782,3.833333333
"Tomb of Ligeia, The (1965)",2783,3
"Masque of the Red Death, The (1964)",2784,4
Haunted Honeymoon (1986),2786,2.5
Cat's Eye (1985),2787,3.25
Monty Python's And Now for Something Completely Different (1971),2788,4.090909091
Damien: Omen II (1978),2789,2.4
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",2790,2.416666667
Airplane! (1980),2791,3.820754717
Airplane II: The Sequel (1982),2792,3.36
"American Werewolf in Paris, An (1997)",2793,2.555555556
European Vacation (aka National Lampoon's European Vacation) (1985),2794,2.875
National Lampoon's Vacation (1983),2795,3.683333333
Funny Farm (1988),2796,2.555555556
Big (1988),2797,3.831775701
Problem Child (1990),2798,2.5
Problem Child 2 (1991),2799,1.75
Little Nemo: Adventures in Slumberland (1992),2800,3
Oscar and Lucinda (a.k.a. Oscar & Lucinda) (1997),2801,3.8
Tequila Sunrise (1988),2802,3.3
"Pelican Brief, The (1993)",2803,3.3
"Christmas Story, A (1983)",2804,4.046666667
Mickey Blue Eyes (1999),2805,3.108695652
Teaching Mrs. Tingle (1999),2806,2.454545455
Universal Soldier: The Return (1999),2807,2.5
Universal Soldier (1992),2808,2.5625
Love Stinks (1999),2809,1.5
Perfect Blue (1997),2810,3.75
In Too Deep (1999),2812,3
Iron Eagle (1986),2815,2.5
Iron Eagle II (1988),2816,1.75
Aces: Iron Eagle III (1992),2817,1.666666667
Three Days of the Condor (3 Days of the Condor) (1975),2819,3.8
Hamlet (1964),2820,4.5
Medicine Man (1992),2822,2.9
On the Ropes (1999),2824,3
"13th Warrior, The (1999)",2826,2.9
"Astronaut's Wife, The (1999)",2827,2.409090909
Dudley Do-Right (1999),2828,2.5
"Muse, The (1999)",2829,3
"Lost Son, The (1999)",2832,3
Chill Factor (1999),2835,3
Outside Providence (1999),2836,3.166666667
Bedrooms & Hallways (1998),2837,5
West Beirut (West Beyrouth) (1998),2839,4
Stigmata (1999),2840,2.75
Stir of Echoes (1999),2841,3.795454545
"Black Cat, White Cat (Crna macka, beli macor) (1998)",2843,4.666666667
"Minus Man, The (1999)",2844,3.333333333
Whiteboyz (1999),2845,0.5
"Adventures of Milo and Otis, The (Koneko monogatari) (1986)",2846,3.944444444
Only Angels Have Wings (1939),2847,3.666666667
"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",2848,4
Queens Logic (1991),2849,2
Public Access (1993),2850,2
Saturn 3 (1980),2851,3
"Soldier's Story, A (1984)",2852,3.666666667
"Alice, Sweet Alice (a.k.a. Communion) (a.k.a. Holy Terror) (1976)",2853,3.5
Nightmares (1983),2855,4
I Saw What You Did (1965),2856,3.4
Yellow Submarine (1968),2857,3.785714286
American Beauty (1999),2858,4.236363636
Stop Making Sense (1984),2859,4
Blue Streak (1999),2860,3.3
For Love of the Game (1999),2861,3.066666667
Caligula (1979),2862,3.125
"Hard Day's Night, A (1964)",2863,3.883333333
Splendor (1999),2864,2.75
"Buddy Holly Story, The (1978)",2866,3.75
Fright Night (1985),2867,3.25
Fright Night Part II (1988),2868,3
"Separation, The (Séparation, La) (1994)",2869,1
Barefoot in the Park (1967),2870,3.4375
Deliverance (1972),2871,3.9375
Excalibur (1981),2872,3.8125
"Pajama Game, The (1957)",2874,4.5
Sommersby (1993),2875,3.444444444
Thumbelina (1994),2876,2.666666667
Tommy (1975),2877,3.111111111
Hell Night (1981),2878,2
Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak) (1991),2879,3.7
Armour of God (Long xiong hu di) (1987),2880,5
Double Jeopardy (1999),2881,3.093023256
Jakob the Liar (1999),2882,2.166666667
Mumford (1999),2883,3.625
Dog Park (1998),2884,1
Guinevere (1999),2885,3.5
"Adventures of Elmo in Grouchland, The (1999)",2886,2.25
Simon Sez (1999),2887,2.5
Drive Me Crazy (1999),2888,2.590909091
"Mystery, Alaska (1999)",2889,3.714285714
Three Kings (1999),2890,3.739130435
"Happy, Texas (1999)",2891,2.75
New Rose Hotel (1998),2892,2.666666667
Plunkett & MaCleane (1999),2893,4
Romance (1999),2894,2
And the Ship Sails On (E la nave va) (1983),2897,5
"Dark Half, The (1993)",2898,3.5
Gulliver's Travels (1939),2899,3.666666667
Monkey Shines (1988),2900,3
Phantasm (1979),2901,3.833333333
Psycho II (1983),2902,2.375
Psycho III (1986),2903,1.833333333
Rain (1932),2904,3
Sanjuro (Tsubaki Sanjûrô) (1962),2905,3.642857143
Random Hearts (1999),2906,2.666666667
Superstar (1999),2907,3
Boys Don't Cry (1999),2908,3.897727273
"Limey, The (1999)",2912,3.764705882
The Mating Habits of the Earthbound Human (1999),2913,3
Risky Business (1983),2915,3.345238095
Total Recall (1990),2916,3.5625
Body Heat (1981),2917,4.25
Ferris Bueller's Day Off (1986),2918,4.007518797
"Year of Living Dangerously, The (1982)",2919,3.794117647
Children of Paradise (Les enfants du paradis) (1945),2920,4.5
High Plains Drifter (1973),2921,3.5
Hang 'Em High (1968),2922,3.833333333
Handle with Care (a.k.a. Citizen's Band) (1977),2923,4
Drunken Master (Jui kuen) (1978),2924,4.583333333
"Conformist, The (Conformista, Il) (1970)",2925,4.214285714
Hairspray (1988),2926,3.666666667
Brief Encounter (1946),2927,4.5
"Razor's Edge, The (1984)",2928,3.666666667
Reds (1981),2929,3.892857143
Return with Honor (1998),2930,4
Days of Heaven (1978),2932,4
"Lady Eve, The (1941)",2935,4.2
Sullivan's Travels (1941),2936,4.25
"Palm Beach Story, The (1942)",2937,4
Man Facing Southeast (1986),2938,4.666666667
Niagara (1953),2939,3
Gilda (1946),2940,3.6875
South Pacific (1958),2941,3.25
Flashdance (1983),2942,3.216666667
Indochine (1992),2943,2.666666667
"Dirty Dozen, The (1967)",2944,3.671428571
Mike's Murder (1984),2945,5
Help! (1965),2946,3.545454545
Goldfinger (1964),2947,3.716981132
From Russia with Love (1963),2948,3.640625
Dr. No (1962),2949,3.64516129
"Blue Lagoon, The (1980)",2950,2.526315789
"Fistful of Dollars, A (Per un pugno di dollari) (1964)",2951,3.894736842
Sydney (Hard Eight) (1996),2952,3.5
Home Alone 2: Lost in New York (1992),2953,2.467741935
Someone to Watch Over Me (1987),2956,3.5
Fight Club (1999),2959,4.178217822
"Story of Us, The (1999)",2961,3.454545455
Fever Pitch (1997),2962,3.625
Julien Donkey-Boy (1999),2964,3.125
"Straight Story, The (1999)",2966,3.578947368
"Bad Seed, The (1956)",2967,3.4
Time Bandits (1981),2968,3.569767442
"Man and a Woman, A (Un homme et une femme) (1966)",2969,3.666666667
Fitzcarraldo (1982),2970,3.666666667
All That Jazz (1979),2971,4.1
Red Sorghum (Hong gao liang) (1987),2972,2.5
Crimes and Misdemeanors (1989),2973,4.178571429
Bats (1999),2974,1.5
"Best Man, The (1999)",2975,4
Bringing Out the Dead (1999),2976,3.547619048
Crazy in Alabama (1999),2977,3
Three to Tango (1999),2978,3.1875
Body Shots (1999),2979,2
"Brother, Can You Spare a Dime? (1975)",2981,5
"Guardian, The (1990)",2982,5
"Ipcress File, The (1965)",2983,4
On Any Sunday (1971),2984,5
RoboCop (1987),2985,3.594827586
RoboCop 2 (1990),2986,2.763157895
Who Framed Roger Rabbit? (1988),2987,3.666666667
Melvin and Howard (1980),2988,4
For Your Eyes Only (1981),2989,3.527777778
Licence to Kill (1989),2990,3.294117647
Live and Let Die (1973),2991,3.625
Rawhead Rex (1986),2992,4
Thunderball (1965),2993,3.558823529
House on Haunted Hill (1999),2995,1.96875
Music of the Heart (1999),2996,3
Being John Malkovich (1999),2997,3.956349206
Dreaming of Joseph Lees (1999),2998,4
Princess Mononoke (Mononoke-hime) (1997),3000,4.131578947
"Suburbans, The (1999)",3001,2
My Best Fiend (Mein liebster Feind) (1999),3002,3.75
Train of Life (Train de vie) (1998),3003,1
"Bachelor, The (1999)",3004,2.615384615
"Bone Collector, The (1999)",3005,2.883333333
"Insider, The (1999)",3006,3.866666667
American Movie (1999),3007,4.178571429
Last Night (1998),3008,3.5
Rosetta (1999),3010,4.5
"They Shoot Horses, Don't They? (1969)",3011,3.7
Bride of Re-Animator (1990),3013,2.5
Coma (1978),3015,3.333333333
Creepshow (1982),3016,3.733333333
Creepshow 2 (1987),3017,3.1
Re-Animator (1985),3018,3.821428571
Drugstore Cowboy (1989),3019,3.833333333
Falling Down (1993),3020,3.612903226
"Funhouse, The (1981)",3021,5
"General, The (1926)",3022,4.25
Piranha (1978),3024,3.666666667
Rough Night in Jericho (1967),3025,3
"Taming of the Shrew, The (1967)",3028,2.75
Nighthawks (1981),3029,3.5
Yojimbo (1961),3030,4.166666667
Repossessed (1990),3031,3
"Omega Man, The (1971)",3032,3.571428571
Spaceballs (1987),3033,3.620689655
Robin Hood (1973),3034,3.75862069
Mister Roberts (1955),3035,4.411764706
"Quest for Fire (Guerre du feu, La) (1981)",3036,4
Little Big Man (1970),3037,4.166666667
"Face in the Crowd, A (1957)",3038,5
Trading Places (1983),3039,3.625
Meatballs (1979),3040,3.416666667
Meatballs Part II (1984),3041,3
Meatballs III (1987),3042,2.333333333
Meatballs 4 (1992),3043,1
Dead Again (1991),3044,3.875
Peter's Friends (1992),3045,3
"Incredibly True Adventure of Two Girls in Love, The (1995)",3046,2.666666667
Experience Preferred... But Not Essential (1982),3047,1
Under the Rainbow (1981),3048,3.5
Anywhere But Here (1999),3051,3.181818182
Dogma (1999),3052,3.32278481
"Messenger: The Story of Joan of Arc, The (1999)",3053,2.8
Pokémon: The First Movie (1998),3054,2.571428571
Felicia's Journey (1999),3055,3.5
Where's Marlowe? (1998),3057,3.5
"Commitments, The (1991)",3060,3.928571429
Holiday Inn (1942),3061,3.590909091
"Longest Day, The (1962)",3062,4.090909091
Poison Ivy (1992),3063,3.428571429
Poison Ivy: New Seduction (1997),3064,2.666666667
Tora! Tora! Tora! (1970),3066,3.35
Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988),3067,4
"Verdict, The (1982)",3068,4.029411765
"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",3069,4
"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",3070,3.909090909
Stand and Deliver (1988),3071,4.227272727
Moonstruck (1987),3072,3.662162162
Jeremiah Johnson (1972),3074,3.833333333
Repulsion (1965),3075,3.5
Irma la Douce (1963),3076,2.75
42 Up (1998),3077,4.055555556
Liberty Heights (1999),3078,3.75
Mansfield Park (1999),3079,3.928571429
Sleepy Hollow (1999),3081,3.625
"World Is Not Enough, The (1999)",3082,3.138888889
All About My Mother (Todo sobre mi madre) (1999),3083,4.2
Babes in Toyland (1934),3086,4
Scrooged (1988),3087,3.316666667
Harvey (1950),3088,4.263157895
Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),3089,4.043478261
Matewan (1987),3090,3.166666667
Kagemusha (1980),3091,4.1
McCabe & Mrs. Miller (1971),3093,3.071428571
Maurice (1987),3094,2.666666667
"Grapes of Wrath, The (1940)",3095,4.064516129
My Man Godfrey (1957),3096,3.9
"Shop Around the Corner, The (1940)",3097,3.708333333
"Natural, The (1984)",3098,3.642857143
Shampoo (1975),3099,2.611111111
"River Runs Through It, A (1992)",3100,3.589285714
Fatal Attraction (1987),3101,3.673469388
Jagged Edge (1985),3102,3.9
Stanley & Iris (1990),3103,3
Midnight Run (1988),3104,3.965517241
Awakenings (1990),3105,3.842105263
Come See the Paradise (1990),3106,3.666666667
Backdraft (1991),3107,3.359375
"Fisher King, The (1991)",3108,3.635135135
"River, The (1984)",3109,4
Country (1984),3110,3.666666667
Places in the Heart (1984),3111,4.222222222
'night Mother (1986),3112,5
End of Days (1999),3113,2.026315789
Toy Story 2 (1999),3114,3.844
Flawless (1999),3115,3.666666667
Miss Julie (1999),3116,4
Ride with the Devil (1999),3117,3.5
Tumbleweeds (1999),3118,3.5
"Distinguished Gentleman, The (1992)",3120,3
"Hitch-Hiker, The (1953)",3121,3.5
Santa Fe Trail (1940),3122,3
"End of the Affair, The (1999)",3125,3.3
Holy Smoke (1999),3127,2.833333333
"Map of the World, A (1999)",3128,3.25
Sweet and Lowdown (1999),3129,4
Bonfire of the Vanities (1990),3130,2.541666667
Go West (1925),3133,4
Grand Illusion (La grande illusion) (1937),3134,4.208333333
"Great Santini, The (1979)",3135,3.944444444
"James Dean Story, The (1957)",3136,3
Stealing Home (1988),3138,3
Three Ages (1923),3140,4
"Two Jakes, The (1990)",3141,3.625
U2: Rattle and Hum (1988),3142,3.6
Hell in the Pacific (1968),3143,4
"Glass Bottom Boat, The (1966)",3144,2.5
Cradle Will Rock (1999),3145,3.166666667
Deuce Bigalow: Male Gigolo (1999),3146,2.5
"Green Mile, The (1999)",3147,3.922330097
"Cider House Rules, The (1999)",3148,3.243589744
"War Zone, The (1999)",3150,4
"Last Picture Show, The (1971)",3152,3.976190476
"7th Voyage of Sinbad, The (1958)",3153,4.142857143
Anna and the King (1999),3155,3.409090909
Bicentennial Man (1999),3156,2.972222222
Stuart Little (1999),3157,3.074074074
"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",3158,3.5
Fantasia 2000 (1999),3159,3.382352941
Magnolia (1999),3160,3.692982456
Onegin (1999),3161,3
Topsy-Turvy (1999),3163,3.714285714
Boiling Point (1993),3165,5
Brenda Starr (1989),3166,4
Carnal Knowledge (1971),3167,4.4375
Easy Rider (1969),3168,3.72
The Falcon and the Snowman (1985),3169,3.346153846
Room at the Top (1959),3171,4.25
Any Given Sunday (1999),3173,2.94
Man on the Moon (1999),3174,3.3
Galaxy Quest (1999),3175,3.507692308
"Talented Mr. Ripley, The (1999)",3176,3.5
Next Friday (2000),3177,3.166666667
"Hurricane, The (1999)",3178,3.636363636
Angela's Ashes (1999),3179,3.227272727
Play it to the Bone (1999),3180,2
Titus (1999),3181,3.833333333
"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",3182,3.3125
"Third Miracle, The (1999)",3183,3.5
Snow Falling on Cedars (1999),3185,3.192307692
"Girl, Interrupted (1999)",3186,3.625
"Life and Times of Hank Greenberg, The (1998)",3188,3.5
My Dog Skip (1999),3189,3.388888889
Supernova (2000),3190,1
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",3192,4
"Way We Were, The (1973)",3194,3.681818182
Stalag 17 (1953),3196,3.95
"Presidio, The (1988)",3197,3.25
Papillon (1973),3198,3.952380952
Pal Joey (1957),3199,3.666666667
"Last Detail, The (1973)",3200,4.3
Five Easy Pieces (1970),3201,4.075
Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),3202,5
Dead Calm (1989),3203,3.833333333
"Boys from Brazil, The (1978)",3204,3.857142857
Black Sunday (La maschera del demonio) (1960),3205,3
Against All Odds (1984),3206,2.75
"Snows of Kilimanjaro, The (1952)",3207,3
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1) (1993),3208,1.75
Fast Times at Ridgemont High (1982),3210,3.615384615
"Cry in the Dark, A (1988)",3211,4
Batman: Mask of the Phantasm (1993),3213,3.85
American Flyers (1985),3214,4
"Vampyros Lesbos (Vampiras, Las) (1971)",3216,5
"Star Is Born, A (1937)",3217,4
Poison (1991),3218,3.6
Pacific Heights (1990),3219,3.692307692
"Draughtsman's Contract, The (1982)",3221,4
"Zed & Two Noughts, A (1985)",3223,3.75
Woman in the Dunes (Suna no onna) (1964),3224,3.75
Down to You (2000),3225,2.6
Seven Chances (1925),3232,4
Where the Buffalo Roam (1980),3235,3
Eye of the Beholder (1999),3238,2
Isn't She Great? (2000),3239,4
"Big Tease, The (1999)",3240,2.5
"Cup, The (Phörpa) (1999)",3241,3.5
Encino Man (1992),3243,2.375
"Goodbye Girl, The (1977)",3244,3.607142857
I Am Cuba (Soy Cuba/Ya Kuba) (1964),3245,4.5
Malcolm X (1992),3246,3.965517241
Sister Act (1992),3247,3.054054054
Sister Act 2: Back in the Habit (1993),3248,2.366666667
"Hand That Rocks the Cradle, The (1992)",3249,3.411764706
Alive (1993),3250,2.75
Agnes of God (1985),3251,3.85
Scent of a Woman (1992),3252,3.95
Wayne's World (1992),3253,3.391891892
Wayne's World 2 (1993),3254,3.136363636
"League of Their Own, A (1992)",3255,3.447368421
Patriot Games (1992),3256,3.53125
"Bodyguard, The (1992)",3257,2.724137931
Death Becomes Her (1992),3258,2.857142857
Far and Away (1992),3259,3.133333333
Howards End (1992),3260,3.823529412
Singles (1992),3261,3.666666667
Twin Peaks: Fire Walk with Me (1992),3262,3.291666667
White Men Can't Jump (1992),3263,3.379310345
Buffy the Vampire Slayer (1992),3264,2.866666667
Hard-Boiled (Lat sau san taam) (1992),3265,4.1
Man Bites Dog (C'est arrivé près de chez vous) (1992),3266,3.25
"Mariachi, El (1992)",3267,3.571428571
Stop! Or My Mom Will Shoot (1992),3268,1.8
Forever Young (1992),3269,2.625
"Cutting Edge, The (1992)",3270,3.681818182
Of Mice and Men (1992),3271,3.366666667
Bad Lieutenant (1992),3272,3.3125
Scream 3 (2000),3273,2.814814815
Single White Female (1992),3274,3.454545455
"Boondock Saints, The (2000)",3275,3.522727273
Gun Shy (2000),3276,1
"Brandon Teena Story, The (1998)",3281,5
Different for Girls (1996),3282,4
They Might Be Giants (1971),3284,3.5
"Beach, The (2000)",3285,3.018518519
Snow Day (2000),3286,2.166666667
"Tigger Movie, The (2000)",3287,3.375
Not One Less (Yi ge dou bu neng shao) (1999),3289,4
"Big Combo, The (1955)",3292,3.5
Eaten Alive (1977),3294,2.5
To Sir with Love (1967),3296,3.5625
Boiler Room (2000),3298,3.379310345
Hanging Up (2000),3299,2.25
Pitch Black (2000),3300,3.269230769
"Whole Nine Yards, The (2000)",3301,3.211538462
Beautiful People (1999),3302,4
Black Tar Heroin: The Dark End of the Street (2000),3303,1
Blue Collar (1978),3304,3.333333333
"Circus, The (1928)",3306,4.375
City Lights (1931),3307,4
"Flamingo Kid, The (1984)",3308,3.5
"Dog's Life, A (1918)",3309,4.25
"Kid, The (1921)",3310,4.4375
Class Reunion (1982),3313,3.5
"Big Trees, The (1952)",3314,2.5
Reindeer Games (2000),3316,2.227272727
Wonder Boys (2000),3317,3.842857143
Deterrence (1999),3318,3
Mifune's Last Song (Mifunes sidste sang) (1999),3320,4.5
Drowning Mona (2000),3324,2.071428571
"Next Best Thing, The (2000)",3325,3
What Planet Are You From? (2000),3326,2.333333333
Beyond the Mat (1999),3327,3
Ghost Dog: The Way of the Samurai (1999),3328,3.725
The Year My Voice Broke (1987),3329,4
Splendor in the Grass (1961),3330,3.928571429
My Tutor (1983),3331,4
Key Largo (1948),3334,3.78125
For All Mankind (1989),3338,1
Cross of Iron (1977),3339,3
Bride of the Monster (1955),3340,2.666666667
Born Yesterday (1950),3341,3.75
Birdy (1984),3342,4
And God Created Woman (1988),3343,2.5
Blood Feast (1963),3344,3.5
Never Cry Wolf (1983),3347,4.083333333
"Perils of Pauline, The (1947)",3349,4
"Raisin in the Sun, A (1961)",3350,3.75
Two Thousand Maniacs! (1964),3351,3
Mission to Mars (2000),3354,2.266666667
"Ninth Gate, The (1999)",3355,3.708333333
East-West (Est-ouest) (1999),3357,4.75
Defending Your Life (1991),3358,3.75
Breaking Away (1979),3359,4.131578947
Hoosiers (a.k.a. Best Shot) (1986),3360,3.759259259
Bull Durham (1988),3361,3.806818182
Dog Day Afternoon (1975),3362,4.086206897
American Graffiti (1973),3363,4.065789474
"Asphalt Jungle, The (1950)",3364,3.928571429
"Searchers, The (1956)",3365,3.785714286
"Big Country, The (1958)",3368,4.375
Betrayed (1988),3370,4
Bound for Glory (1976),3371,3.75
Hangmen Also Die! (1943),3377,3.5
On the Beach (1959),3379,3.416666667
Railroaded! (1947),3380,2.5
"Taking of Pelham One Two Three, The (1974)",3384,4.166666667
Volunteers (1985),3385,2.666666667
JFK (1991),3386,3.821428571
Who's Harry Crumb? (1989),3387,3.4
Harry and the Hendersons (1987),3388,2.388888889
Shanghai Surprise (1986),3390,1.5
Who's That Girl? (1987),3391,3.333333333
She-Devil (1989),3392,2.4
Date with an Angel (1987),3393,2
Blind Date (1987),3394,3
Nadine (1987),3395,2.8
"Muppet Movie, The (1979)",3396,3.9
"Great Muppet Caper, The (1981)",3397,3.45
"Muppets Take Manhattan, The (1984)",3398,3.5
Sesame Street Presents Follow That Bird (1985),3399,3
We're Back! A Dinosaur's Story (1993),3400,2
Baby... Secret of the Lost Legend (1985),3401,2
Turtle Diary (1985),3402,4
Titanic (1953),3404,3.083333333
